"","fecha_YM","producto","precio_promedio_pond","precio_promedio","ingresos_mes"
"396","2019-08","Cebolla",30.2354681816109,30.296875,1425355
"397","2019-08","Manzana",33.4429653683067,33.5052083333332,1584820
"398","2019-08","Naranja",11.5482567222169,11.5999999999999,3872284
"399","2019-08","Papa",19,19,8966414
"400","2019-08","Tomate",54.4880024683229,55.625,1069147
"401","2019-09","Cebolla",43.2807314986056,43.4333333333333,1217692
"402","2019-09","Manzana",34.8134866871273,34.7781249999999,2222304
"403","2019-09","Naranja",13.8395114532513,13.8425,5543666
"404","2019-09","Papa",18.9193855535874,18.9,12482130
"405","2019-09","Tomate",42.752303539238,44.25,1772924
"406","2019-10","Cebolla",43.5408684101029,44.0416666666667,1289790
"407","2019-10","Manzana",35.6770833333335,35.6770833333335,1791790
"408","2019-10","Naranja",15.1015583702314,15.1145833333333,4076096
"409","2019-10","Papa",18.3985601538463,18.375,9420312
"410","2019-10","Tomate",50.421521171749,50.15625,1574740
"411","2019-11","Cebolla",31.7923518889091,29.6614583333333,1649100
"412","2019-11","Manzana",36.5224342030507,36.4546130952381,2130569
"413","2019-11","Naranja",15.0493110122315,14.984375,4545146
"414","2019-11","Papa",20.7315341919535,21.0625,9418678
"415","2019-11","Tomate",39.7306592514734,40.15625,2223408
"416","2019-12","Cebolla",19.1778879248161,19.95,1455630
"417","2019-12","Manzana",36.8352873693072,36.8642857142854,2076307
"418","2019-12","Naranja",14.03519997548,14.15,4959208
"419","2019-12","Papa",22.3754658654679,22.4,11796324
"420","2019-12","Tomate",40.4346915709767,40.5,2729996
"421","2020-01","Cebolla",23.9174551743516,23.9166666666666,892086
"422","2020-01","Manzana",36.3732647101633,36.3818204365078,1594200
"423","2020-01","Naranja",14.5,14.5,3727940
"424","2020-01","Papa",26.0539718664316,26.0625,9012010
"425","2020-01","Tomate",23.2191065567932,23.34375,1979611
"426","2020-02","Cebolla",22.71966954308,22.7187499999999,776314
"427","2020-02","Manzana",36.4593290507999,36.4322544642856,1454032
"428","2020-02","Naranja",14.5,14.5,3121196
"429","2020-02","Papa",26.8202414550941,26.875,8473294
"430","2020-02","Tomate",24.1620002075001,23.625,1653011
"431","2020-03","Cebolla",27.3962319214104,27.1833333333333,1148481
"432","2020-03","Manzana",36.9014028520956,36.9083333333333,1832594
"433","2020-03","Naranja",20.4658535371368,20.725,5786163
"434","2020-03","Papa",32.2317607035141,32.4,10895020
"435","2020-03","Tomate",29.1945310467746,28.5375,1749135
"436","2020-04","Cebolla",30.8333333333335,30.8333333333335,941852
"437","2020-04","Manzana",46.7171436497068,46.4873511904761,1427705
"438","2020-04","Naranja",24.0389265514943,23.7760416666667,3164648
"439","2020-04","Papa",37.8348720652947,37.4375,7481160
"440","2020-04","Tomate",26.6191462694193,26.5625,1127358
"441","2020-05","Cebolla",30.8333333333335,30.8333333333335,1055666
"442","2020-05","Manzana",47.9761710918719,47.9861111111111,1369541
"443","2020-05","Naranja",19.375,19.375,3361132
"444","2020-05","Papa",31.277630996567,31.28125,9416888
"445","2020-05","Tomate",33.7792879296675,34.21875,1072050
"446","2020-06","Cebolla",39.5943470646873,39.7125,1221863
"447","2020-06","Manzana",51.7525742734338,51.8103174603175,1668583
"448","2020-06","Naranja",17.0529173503487,17.0625,3494558
"449","2020-06","Papa",27.5120605261328,27.5333333333333,12272440
"450","2020-06","Tomate",34.7264643774794,35.325,1315081
"451","2020-07","Cebolla",39.1309880410532,39.1041666666667,933750
"452","2020-07","Manzana",53.3132177842883,53.2968749999999,1511364
"453","2020-07","Naranja",15.4963450808484,15.46875,2804508
"454","2020-07","Papa",25,25,8616860
"455","2020-07","Tomate",40.8923905001159,41.78125,1039339
"456","2020-08","Cebolla",46.4283577835876,47.275,1222823
"457","2020-08","Manzana",54.4956373110328,54.5277777777778,1702081
